station_id,lat,lon,alt,x,y
A1553,40.086666,116.91472,35.0,35348.1681629542,9699.410998977299
A1554,40.231388,116.85111,52.0,29863.202564442006,25735.89426919187
A1555,40.13861,116.80722,29.0,26165.704463791786,15426.468562360089
A1556,40.050278,116.69833,29.0,16913.45608413511,5598.056462815646
A1557,40.197224,116.72278,37.0,18957.768750623778,21909.51176053325
A1558,40.120834,116.58972,36.0,7643.387065476467,13412.612496640664
A1559,40.087776,116.75056,24.0,21355.887563131004,9770.359896438811
A1560,40.11111,116.537224,35.0,3171.6219182770633,12330.358289980437
A1561,40.181667,116.579445,44.0,6762.026059542417,20162.447519851143
A1562,40.21,116.58667,47.0,7373.9298596787485,23307.177522965572
A1563,40.264446,116.86222,116.0,30793.23323148696,29408.190393606117
A1568,40.058056,116.57139,30.0,6087.406691191745,6444.78608299452
A1569,40.206112,116.65083,56.0,12833.423034003834,22882.993163086867
A1570,40.24389,116.526665,55.0,2267.5474707178887,27064.78606078034
A1571,40.133057,116.70528,34.0,17484.987237424175,14785.288373290528
A1572,40.1225,116.662224,39.0,13819.774344015426,13606.21893958001
A1573,40.24361,116.7675,43.0,22747.81674896355,27067.51480268979
A1574,40.065834,116.82083,33.0,27353.92705425645,7354.69867379715
A1575,40.150276,116.913055,41.0,35173.53808141319,16757.46084436605
A1578,40.12472,116.80889,30.0,26313.279095099584,13885.595720570507
A1579,40.1075,116.57278,33.0,6201.450741223036,11931.628210752842
A1580,40.23528,116.797775,54.0,25325.43903280808,26151.282162690386
A1601,40.294724,116.67861,44.0,15177.382741605357,32720.886395454203
A1602,40.359722,116.45389,175.0,-3914.467058747384,39919.85900614185
A1603,40.390556,116.684166,71.0,15627.525420578115,43356.84989971704
A1604,40.603333,116.6575,341.0,13323.03346878683,66966.65407384952
A1605,40.799446,116.76056,373.0,21977.290307479852,88753.37267565352
A1606,40.413887,116.46111,199.0,-3298.9085240034074,45930.64026751999
A1607,40.693333,116.56472,323.0,5467.457597529551,76945.66265657287
A1608,40.28472,116.55,63.0,4249.374932922845,31596.68390395507
A1609,40.302223,116.62055,44.0,10242.612915206033,33544.80174559067
A1610,40.90111,116.61528,473.0,9708.863817078633,100011.77881408147
A1617,40.8025,116.486946,569.0,-1101.0094329862006,89060.29848395023
A1618,40.393055,116.55666,130.0,4807.747836412068,43619.562926405866
A1619,40.583057,116.6025,444.0,8673.13642080728,64709.54884962031
A1620,40.845,116.70472,401.0,17255.783333813906,93797.29601012907
A1621,40.32028,116.630554,59.0,11089.673425969935,35549.86848606609
A1622,40.407223,116.33667,306.0,-13856.085283809272,45203.06132578584
A1623,40.469444,116.5325,623.0,2754.6177180686864,52096.0773230032
A1626,40.32639,116.699165,50.0,16916.18735427257,36238.70610056693
A1632,40.394722,116.662224,91.0,13764.783375672034,43815.56197213376
A1634,40.47778,116.3525,625.0,-12500.189947198998,53031.04883422854
A1651,40.53639,117.12111,174.0,52591.504787867205,59708.58103139179
A1652,40.564724,116.97056,168.0,39827.45564815273,62775.04606145058
A1653,40.641945,117.32889,373.0,70075.54363969418,71566.14612393388
A1654,40.4,117.115555,245.0,52225.70159071801,44569.13973970709
A1655,40.474445,116.84805,135.0,29497.594898731164,52708.18711843923
A1656,40.619167,116.86972,210.0,31267.50541773676,68777.07861865046
A1657,40.292778,116.96139,105.0,39207.57922005515,32591.216030194846
A1658,40.552776,116.675,634.0,14814.386979657625,61358.417042398876
A1659,40.650555,116.754166,273.0,21485.111719705066,72226.4881177145
A1660,40.56139,116.80556,142.0,25863.45427611241,62344.218610821066
A1661,40.761665,116.85694,529.0,30123.351476054202,84588.16946216856
A1662,40.508057,117.174164,240.0,57107.47284220942,56596.87171667406
A1663,40.435,116.99028,91.0,41575.712477739304,48387.36967449594
A1664,40.685276,117.157776,215.0,55574.122649068144,76254.54043330025
A1665,40.598057,117.35917,561.0,72682.33913948492,66719.68682862201
A1666,40.461666,116.7375,142.0,20132.175757794383,51259.201044375055
A1667,40.555557,116.76361,578.0,22314.61484677705,61685.518309770356
A1669,40.725555,116.80389,594.0,25659.97145334408,80563.72057735764
A1670,40.380554,116.941666,90.0,37483.22931190713,42323.59303718797
A1675,40.330833,116.82111,55.0,27271.83919026282,36761.99973876353
A1676,40.379166,116.808334,64.0,26168.22137275078,42121.94308472914
A1677,40.351944,116.78306,60.0,24032.82691056574,39093.84113794461
A1678,40.398888,116.85445,93.0,30073.349170985948,44325.17124384564
A1683,40.662224,116.975555,374.0,40192.47709023917,73598.1953959935
A1684,40.355278,117.055,179.0,47118.99568256606,39572.39014275947
A1685,40.430557,117.05139,267.0,46760.82483344621,47924.58724138524
A1686,40.369446,116.74416,16.0,20724.762478772005,41026.370919161134
A1687,40.3975,117.19722,351.0,59156.46505910001,44342.73715270809
A1689,40.626945,117.269165,304.0,65040.80553625883,69856.14614125308
A1690,40.765,116.865,495.0,30802.041825850603,84961.07832063554
A1691,40.662224,116.83195,435.0,28055.48304144606,73543.20791358249
A1692,40.601944,116.86305,204.0,30711.208579221762,66863.27910680187
A1693,40.66639,116.89389,338.0,33288.40309951426,74026.89510782085
A1694,40.489723,116.91917,176.0,35517.07216320626,54429.67064193765
A1695,40.602222,116.79472,161.0,24930.943081023426,66872.80123740794
A1700,40.529446,117.215,265.0,60547.515333037,58997.54135151523
A2101,40.023613,117.20472,50.0,60120.894415491835,2857.9858621106223
A2103,39.915,117.17611,10.0,57771.61020052264,-9213.003491503678
A2104,39.90972,117.24333,10.0,63520.12114790097,-9753.140002357239
A2105,39.892223,117.33583,8.0,71442.55683656839,-11624.586094607334
A2106,39.86972,117.41972,3.0,78638.58010679852,-14050.877837834392
A2107,39.869167,117.513885,3.0,86690.31249605349,-14024.891965867042
A2108,39.766945,117.52278,5.4,87581.00662797775,-25358.456676347276
A2109,40.2375,117.44028,230.0,79965.85443829792,26777.19268905817
A2110,40.079723,117.63556,30.0,96795.65933991903,9463.408698161107
A2112,40.13972,117.50694,140.0,85757.302455939,15989.033322368055
A2113,40.200832,117.46833,330.0,82395.47954678057,22733.848829362953
A2114,40.140556,117.593056,85.0,93089.98800291514,16168.209350342042
A2115,40.11028,117.37334,270.0,74411.49875877135,12602.203538533235
A2116,39.951946,117.35167,10.5,72733.10672235387,-4984.854099346491
A2117,40.016945,117.6875,24.0,101315.61686637237,2555.3695578814136
A2118,40.074722,117.695274,30.0,101892.85368927612,8975.067235888091
A2119,40.03472,117.2475,70.0,63760.10986578777,4120.1983345364915
A2120,40.158054,117.56555,165.0,90724.33942274476,18081.46103947599
A2121,40.09778,117.53639,31.0,88319.45989671173,11364.031096556131
A2122,40.044724,117.365,22.0,73771.53373310299,5320.943458337324
A2123,40.109165,117.31416,359.0,69370.43990281114,12430.737898178302
A2124,39.991665,117.479164,23.0,83572.33256868018,-465.79075712676905
A2125,40.161945,117.38194,167.0,75087.48646740473,18342.41125729807
A2126,40.203056,117.39694,290.0,76318.61317098611,22917.065759072655
A2127,40.085556,117.39833,109.0,76568.31519508356,9879.903404398174
A2128,40.045834,117.19889,125.0,59604.19968488556,5319.811663942649
A2129,40.08917,117.325,220.0,70314.57533947342,10220.496104087848
A2130,40.04778,117.35528,123.0,72939.33450349898,5652.045579061479
A2132,40.176388,117.46528,238.0,82165.34507018734,20018.607156041584
A2133,40.215557,117.51028,449.0,85946.34340681619,24407.430950396738
A2134,39.982777,117.4,10.0,76825.82977088794,-1523.252152567438
A2135,39.989166,117.29389,10.0,67762.00443959446,-900.3940120498739
A2161,40.149445,117.424164,178.0,78696.65399432479,16991.781259562766
A2162,39.8,117.4,6.0,77030.6528814281,-21804.15019916205
A2163,39.955555,117.435,11.0,79845.0854407904,-4513.062076109422
A2166,39.993332,117.73,44.0,104977.58684730771,-15.471431413012047
A2167,39.788612,117.41972,10.0,78731.46183859078,-23050.50988471691
A2168,40.075832,117.49639,59.0,84938.10048293209,8889.758633702322
A2169,40.09083,117.255,546.0,64347.07893097825,10351.810864994875
A2170,40.02028,117.51083,30.0,86238.9179951356,2739.5118841793683
A2171,39.810555,117.31528,6.0,69768.99894435576,-20702.754474295863
A2172,39.906944,117.34333,8.2,72068.14225735413,-9985.096218795934
A2173,40.04139,117.40833,20.0,77470.57911314306,4987.761772906685
A2174,39.912777,117.39611,11.5,76571.88748060325,-9293.848227086342
A2201,39.69361,117.29472,10.0,68125.30769925982,-33694.77364568104
A2202,39.593613,117.22583,5.0,62310.39905405153,-44840.72105167675
A2203,39.52667,117.293335,2.0,68171.48582895272,-52219.17717237239
A2204,39.448334,117.38167,3.0,75847.89464786452,-60839.73806950212
A2205,39.405834,117.43611,5.0,80580.60177520117,-65507.597838383525
A2206,39.67861,117.19889,9.5,59923.76276263801,-35428.006944464425
A2207,39.738888,117.27861,25.0,66700.46026191393,-28682.96115064895
A2208,39.743332,117.22,2.0,61675.70150249209,-28232.07116045394
A2209,39.752224,117.37583,7.4,75014.11954695868,-27125.91568756287
A2210,39.729168,117.42306,7.8,79085.68773066007,-29643.325608475025
A2211,39.73861,117.54083,4.0,89163.28520224143,-28484.50125340979
A2212,39.663334,117.33889,9.0,71943.18079531786,-37019.434961136256
A2213,39.644165,117.47972,4.5,84043.68893325246,-39023.119475381296
A2214,39.578888,117.60722,7.0,95070.52883729567,-46137.794036706844
A2215,39.56389,117.373886,4.2,75052.54487228136,-48024.617916567804
A2216,39.63111,117.313614,7.0,69808.21696534874,-40615.045335561146
A2217,39.398056,117.359726,6.5,74013.98532715664,-66436.86883824029
A2261,39.7875,117.25806,10.0,64894.18192780601,-23304.164883975747
A2262,39.659443,117.27028,8.2,66063.07412562525,-37504.29764037958
A2263,39.70111,117.575554,4.2,92188.01287658572,-32610.000606286714
A2264,39.685,117.440834,7.0,80660.2076622806,-34528.14913540067
A2265,39.495834,117.51861,5.0,87567.78422315278,-55443.788008975556
A2267,39.551388,117.53639,4.1,89024.53895868598,-49262.193478476685
A2301,39.546944,117.75083,5.2,107450.46820938394,-49518.88526880156
A2302,39.419445,117.550835,4.0,90437.91973257302,-63887.30849242645
A2303,39.282223,117.42528,10.0,79790.79330553167,-79232.73596718923
A2304,39.5275,117.70695,7.0,103710.48391110399,-51728.21370882393
A2306,39.339443,117.742226,1.0,107032.33789006824,-72551.71912338537
A2307,39.428333,117.64278,5.6,98337.91155954532,-62803.77094032056
A2308,39.485832,117.80222,6.5,111963.81679476719,-56236.041523276734
A2309,39.42889,117.809166,5.0,112653.80088196289,-62545.00696357891
A2310,39.461945,117.75611,6.0,108036.94184856556,-58943.23228521574
A2311,39.415,117.75916,4.5,108372.850033935,-64148.120222507205
A2312,39.32861,117.568886,5.8,92112.25548074972,-73947.34596221661
A2313,39.262222,117.57472,4.0,92703.81667341314,-81307.33054991589
A2314,39.572777,117.85555,7.0,116401.99876466193,-46521.1830405906
A2361,39.343613,117.46972,7.0,83548.77231873616,-72380.42281800737
A2362,39.42611,117.67694,7.0,101280.51927617585,-63012.16045424963
A2363,39.306946,117.59139,4.0,94080.90149145566,-76327.54625252061
A2364,39.479443,117.88167,3.5,118805.32238458403,-56842.03043214849
A2365,39.42472,117.48722,4.5,84956.7748792412,-63364.623188864316
A2366,39.315834,117.79806,1.0,111880.91519405495,-75102.58279519311
A2401,39.36889,117.194725,3.0,59834.56643268443,-69796.97511648598
A2402,39.39389,117.00056,8.3,43096.34999445501,-67135.11506642502
A2403,39.447777,116.83528,6.5,28843.94612691537,-61222.4809611162
A2404,39.428333,116.91333,10.4,35568.50593877844,-63351.80033082151
A2405,39.17139,116.92528,8.3,36732.89478242201,-91857.64618254853
A2406,39.34,117.055,9.0,47820.613231399875,-73086.98654968967
A2407,39.57111,116.81834,9.4,27337.72866354758,-47542.627025263144
A2408,39.55389,116.89917,9.0,34287.59311515709,-49425.434196715156
A2409,39.525276,116.984726,9.5,41653.81914393151,-52564.01317887821
A2410,39.47222,116.924164,3.5,36477.62490096133,-58477.686574049505
A2411,39.296112,116.899445,3.0,34439.42130442465,-78028.62069937661
A2412,39.35361,116.93222,4.0,37234.25765505114,-71635.40604948328
A2414,39.541668,117.08889,3.0,50592.776155684565,-50691.244396452326
A2415,39.580555,117.13416,4.5,54451.248575970516,-46349.67789129782
A2416,39.5325,117.19195,7.2,59454.61110745667,-51644.88728687869
A2417,39.465557,117.084724,10.0,50290.283551784785,-59138.851758381556
A2418,39.39722,117.129166,9.0,54166.07337034115,-66695.43932230494
A2419,39.42889,117.1325,5.0,54428.15784801652,-63179.330031454956
A2420,39.335,117.08611,2.3,50504.763692291344,-73624.62381953825
A2461,39.613335,117.0575,10.6,47846.28403403622,-42756.41029247025
A2462,39.531387,116.86667,9.8,31506.223562343184,-51934.389472508796
A2463,39.488056,117.0025,7.2,43204.45854195076,-56685.49509239401
A2464,39.376667,117.24333,6.0,64013.476641295776,-68900.27796327721
A2465,39.36,116.89917,11.5,34383.95842916879,-70939.64607339415
A2466,39.43833,117.27028,6.4,66275.13825323842,-62038.57507991807
A2467,39.26889,116.93278,10.5,37328.151484699956,-81035.78332501539
A2468,39.644165,116.93389,2.6,37221.1516122503,-39394.48207644979
A2472,39.35,117.13306,6.0,54538.52944724712,-71932.56082908373
A2473,39.383335,117.01667,4.5,44490.13576789806,-68298.38348043858
A2476,39.595833,117.05583,6.5,47715.07419857032,-44699.33222122346
A2501,39.053055,116.915,5.0,35906.12940667304,-104992.58873342218
A2502,38.88972,116.79,4.5,25150.055891215314,-123159.8486874286
A2503,38.871113,116.91722,5.9,36192.7234139835,-125180.81470350354
A2504,38.90222,117.15806,2.5,57059.152780055105,-121603.01557128465
A2505,38.785,116.90056,5.1,34790.473210868906,-134743.15583840822
A2506,38.764446,117.006386,4.6,43994.818353002534,-136977.21270531454
A2507,38.800835,117.164444,3.2,57696.567467342946,-132849.06186597107
A2508,39.024723,116.969444,5.0,40633.187138835776,-108113.02102517366
A2509,38.933613,116.76945,5.5,23353.15002928572,-118294.80671597114
A2510,38.94472,116.990555,5.0,42509.31926097041,-116980.61229027952
A2511,38.9,116.98972,3.5,42464.23187166058,-121943.35456912659
A2512,38.94472,117.04639,3.8,47347.67504217194,-116952.46329309144
A2513,38.7075,117.03833,8.3,46808.25295040202,-143280.14149808433
A2561,38.85611,117.06834,3.8,49312.44398647526,-126773.13859824152
A2562,38.6475,117.09055,5.5,51392.884606618965,-149909.5371643943
A2563,38.940834,116.86139,5.2,31318.274550441674,-117465.32348324599
A2564,38.798054,116.751945,9.0,21878.528061485857,-133341.82713933202
A2565,39.0375,116.81084,5.1,26900.186592377293,-106755.33218391093
A2566,38.787777,117.08111,3.4,50469.87168731823,-134348.63190248882
A2567,38.685833,116.87889,8.0,32955.13243665072,-145755.87514648732
A2601,38.765278,117.39778,8.0,77997.30147089178,-136617.00196932335
A2602,38.9275,117.50389,4.2,87012.77634823238,-118518.35534695773
A2603,38.710556,117.24861,3.7,65089.06005321159,-142809.00838318243
A2604,38.706944,117.42472,0.3,80404.87956792464,-143066.0592430523
A2605,38.746113,117.55417,0.0,91608.7164771096,-138594.79327617298
A2606,38.81861,117.30945,4.8,70269.83951064522,-130772.55329194467
A2607,38.629444,117.38028,3.0,76625.87748979012,-151705.09436669096
A2608,38.83972,117.33,5.2,72031.95486718013,-128413.70691626472
A2609,38.71472,117.1525,3.0,56729.40381439464,-142412.6282484252
A2661,38.64389,117.23417,3.0,63894.52614852702,-150217.23997393067
A2662,38.66028,117.52194,3.0,88917.23615657397,-148151.7679445686
A2663,38.778057,117.208885,4.5,61575.600164408126,-135346.90036230418
A2664,38.65333,117.37055,1.7,75753.04278601125,-149062.84908195224
A2665,38.8275,117.49778,3.5,86607.44876013695,-129620.333389901
A2666,38.904446,117.64694,0.2,99444.00339381468,-120926.74484945806
A2701,38.995556,117.131386,1.0,54672.96176111818,-111262.88485548671
A2702,38.959167,117.22611,2.5,62908.030070218905,-115238.20464607287
A2703,39.042778,117.1075,4.7,52568.9387977198,-106037.39750143132
A2704,39.134724,117.087776,6.6,50794.891278587755,-95846.36588020048
A2705,39.140835,117.00445,7.0,43590.204029509245,-95212.4060225165
A2706,39.069168,116.97611,5.0,41183.815920024965,-103178.21112781749
A2707,39.001945,117.25916,2.0,65730.8806355258,-110467.63425387548
A2708,39.163055,117.098335,4.6,51686.26715296422,-92696.66072729624
A2761,38.870834,117.249725,7.0,65036.37716455366,-125022.92765187629
A2762,39.081665,116.93083,4.5,37260.39552063215,-101811.43797716047
A2763,39.031944,117.23194,4.5,63346.78638829734,-107158.6256004106
A2764,38.905277,117.25083,1.5,65100.02955655782,-121200.2181304657
A2765,39.129723,116.96972,3.6,40595.665725930325,-96461.8181854455
A2766,39.031666,117.01611,5.3,44667.903785405666,-107320.27053948796
A2801,39.29639,117.90139,1.6,120820.236614434,-77124.98059403943
A2802,39.271946,117.78445,1.6,110778.12638569986,-79988.98835798816
A2805,39.301666,117.93305,2.6,123540.14360120807,-76496.21187124863
A2806,39.252777,117.79611,4.0,111814.61322854133,-82101.24373218164
A2807,39.243057,117.818054,1.5,113723.52298583351,-83151.91632453125
A2862,39.269165,117.86,0.5,117298.19670967985,-80200.86486943036
A2901,39.1725,117.37278,2.5,75382.88212218793,-91452.98850844927
A2905,39.100834,117.371666,3.8,75364.44845199745,-99405.86074572422
A2961,39.06889,117.45722,3.5,82799.26810929953,-102874.39170220235
A2962,39.185,117.47389,2.7,84100.36703408108,-89975.55199022712
A2963,39.201946,117.2425,2.7,64103.52868234514,-88287.66061686109
A2964,39.182777,117.53222,4.4,89140.09807896907,-90165.51212573174
A2965,39.07861,117.32972,2.0,71760.85440622902,-101906.43716029618
A2966,39.10389,117.424164,3.0,79899.76335752716,-99021.04052057207
A2967,39.001667,117.51083,3.0,87520.9318027449,-110282.08875151773
A2968,39.2275,117.36667,6.0,74795.8218228177,-85355.46599496005
A2969,39.076668,117.29889,2.0,69096.43275175792,-102146.285055536
A2970,39.1725,117.42333,4.0,79748.78426567685,-91408.9911974139
A3102,39.15917,117.61889,5.5,96657.22539489875,-92694.48255937922
A3103,38.979443,117.55722,3.0,91566.59874261591,-112701.40490375235
A3105,38.955,117.70805,1.5,104666.11158255818,-115247.46186910666
A3107,38.8525,117.62639,2.0,97735.1918698187,-126713.31394135284
A3161,39.06389,117.66167,2.2,100490.45566069274,-103218.9272882635
A3162,39.003334,117.76361,4.6,109403.49926742807,-109817.84002697153
A3163,38.981667,117.63639,4.5,98420.06490984802,-112370.24684323849
A3164,39.033054,117.72833,0.3,106303.69519689403,-106562.9813647551
A3165,39.106667,117.748886,0.5,107968.09604878166,-98370.64605815658
A3166,39.046112,117.69139,5.5,103087.60987933712,-105157.53558076979
A3167,39.076668,117.691666,4.0,103066.1526068686,-101766.89239300798
A3168,39.058613,117.735,0.3,106841.59986049571,-103719.13262145245
A3169,39.032776,117.69055,8.0,103034.70013902092,-106638.19936945729
A3170,38.988056,117.71306,4.0,105050.22619564814,-111573.8254998119
A3171,38.978054,117.78917,2.0,111656.91248336084,-112591.05481470704
A3173,39.1,117.55278,2.4,91024.03515817046,-99329.32407289528
A3174,39.07,117.53833,1.0,89813.5207950136,-102672.67804781171
A3175,39.1175,117.74139,1.0,107303.3535015728,-97177.74653212726
A3179,39.0,117.71972,4.9,105608.80285882522,-110240.70804937363
A3301,39.04889,117.359726,5.0,74387.74948323816,-105179.54489039292
A3302,38.97778,117.291115,4.0,68521.39511186974,-113124.94115087857
A3361,39.015556,117.41556,2.2,79256.61899876484,-108830.1299164048
A3362,39.052223,117.30389,5.1,69553.34180118937,-104854.80873596219
A3363,38.905277,117.46111,4.0,83331.5354146647,-121025.1008751326
A3364,38.94,117.34361,2.0,73107.73406784677,-117275.34078331382
A3365,38.875,117.36444,3.0,74982.78109701915,-124470.53846146599
A3366,38.945835,117.40361,4.0,78300.63167968256,-116576.91577393307
A3367,38.97389,117.48556,1.5,85367.15022066394,-113388.69260253766
A3368,38.998333,117.31944,4.0,70953.68966575142,-110822.19768011158
A3401,39.286667,117.22139,6.6,62204.9461407814,-78902.07353209812
A3402,39.185,117.16028,6.7,57019.15777679146,-90223.85498727461
A3403,39.202778,117.21445,5.2,61681.152599678026,-88215.13799745143
A3404,39.189167,116.98944,9.0,42263.72885813736,-89856.64453052747
A3405,39.338055,117.22222,4.0,62230.30485884431,-73199.5533048471
A3406,39.32611,117.27361,5.0,66669.73790659606,-74487.78454642202
A3407,39.241943,117.30444,3.8,69410.90003612304,-83803.25135649907
A3461,39.19278,117.022224,9.0,45092.28576586126,-89439.67374801073
A3463,39.246944,117.21917,3.8,62049.090926313555,-83311.23942888307
A3464,39.226387,117.03083,9.4,45813.163837307715,-85706.2208456776
A3465,39.253887,117.346664,6.0,73041.48906567293,-82444.22420375318
A3467,39.235554,117.24722,5.0,64479.751192757656,-84555.14844432114
A3468,39.296665,117.159164,4.9,56831.13928347605,-77834.26335144872
A3469,39.28528,117.27722,5.9,67020.35184730752,-79015.49483856792
A3470,39.279724,117.019165,9.2,44771.95211771054,-79793.84224374295
A3501,39.11139,117.21889,22.0,62146.267608791975,-98352.44088793952
A3502,39.11889,117.18305,26.0,59041.671662204426,-97544.60732430361
A3503,39.107224,117.16194,5.6,57226.60858927871,-98852.84423763929
A3504,39.16611,117.23,20.0,63056.94149505319,-92272.91522959161
A3505,39.13389,117.22305,10.0,62485.62512558137,-95852.93159831245
A3506,39.095,117.20194,24.0,60695.33744220222,-100182.7628581149
A3507,39.164165,117.15389,7.0,56484.31590392998,-92539.77850011905
A3508,39.095,117.23111,6.0,63217.55310992487,-100162.48334954794
A3509,39.061943,117.218056,5.0,62118.380895129405,-103839.68362704846
A3510,39.098057,117.26361,5.6,66024.78629613724,-99799.71214949281
A3511,39.058056,117.25667,5.0,65462.427328231504,-104243.34762310056
A3512,39.093056,117.15611,6.0,56734.17191400498,-100428.66531415035
A3513,39.147778,117.16889,8.4,57793.66945631835,-94348.46684613697
A3514,39.17389,117.20417,5.5,60818.98832249873,-91427.60171805843
A3515,39.085835,117.306946,6.7,69783.97115544048,-101122.84110854658
A3516,39.151943,117.15278,6.0,56398.36750123326,-93896.63843916827
A3517,39.179443,117.165276,7.5,57455.187613952876,-90837.25100739764
A3518,39.150555,117.1925,7.0,59831.194187507244,-94024.74937397291
A3519,39.06778,117.25667,9.4,65453.265878877726,-103164.36926997772
A3520,39.129723,117.11916,5.0,53510.87149621098,-96382.9155954167
A3521,39.08139,117.24611,5.4,64527.18540403251,-101661.90122687526
A3563,39.122776,117.31333,5.3,70298.62871626743,-97018.87746297449
A3564,39.14722,117.27695,5.6,67130.62735260988,-94334.64394101867
A3565,39.120277,117.144165,7.0,55679.46672984439,-97415.73318799633
A3566,39.086113,117.1,5.5,51887.574803454954,-101233.2643065656
A3581,39.093056,117.17889,2.2,58703.93286151135,-100413.91139444272
A3582,39.13028,117.16472,6.5,57447.86065507645,-96292.7476476088
A3583,39.082222,117.125,3.0,54052.55034153429,-101650.15582307307
A3584,39.138054,117.20917,6.8,61282.47111425375,-95400.5328077634
A3585,39.113056,117.188614,22.0,59527.60686824718,-98188.24911444873
A3586,39.163612,117.215,6.3,61763.50286901913,-92560.59691984128
A3589,39.072224,117.16695,4.0,57688.79462197446,-102733.24674476025
A3590,39.0375,117.248055,2.0,64736.27454084874,-106530.54645319752
A3591,38.961388,117.06639,5.0,49069.00631897007,-115092.10031125591
B0025,39.75722,119.09778,42.0,222453.6364474815,-23697.675750161452
B0026,39.633335,119.29583,4.5,239838.9206484968,-36924.368805344355
B0027,39.749443,119.16,182.5,227805.86254986373,-24403.084436679215
B0028,39.737778,119.17611,59.0,229223.99361025344,-25655.584932154925
B0029,39.760277,119.242775,10.5,234855.62316864467,-22986.590775645815
B0038,38.578056,113.94833,643.9,-222252.16099035396,-154604.220719067
B0039,37.828888,114.3,196.0,-193680.62275068212,-238544.30682239015
B0040,37.871944,114.27944,197.0,-195371.2072944471,-233721.5103212276
B0049,37.789165,114.298615,174.0,-193911.44069239075,-242949.4502793632
B0096,41.021946,116.746666,671.0,20737.02669847068,113447.12876509815
B0133,40.696945,118.90833,416.4,203416.86657060558,80093.30950183718
B0159,40.479168,118.27111,264.5,150083.475649393,54666.15526955023
B0179,41.605,117.82361,757.0,110309.57503329775,178969.3691654032
B0253,40.105835,119.35555,238.2,243280.5073993012,15642.304081270413
B0278,40.186943,119.215836,390.0,231107.0119891373,24266.637763455135
B0300,38.87528,114.032776,583.0,-213985.75147294844,-121840.85785687495
B0312,39.835835,115.371666,596.1,-96522.38881247984,-17605.660996433522
B0317,39.614445,115.0775,523.4,-122076.76558063462,-41808.585453377884
B0332,39.36972,114.83361,855.7,-143512.50702862768,-68596.31288557962
B0334,39.119167,114.38695,727.0,-182632.36732636078,-95574.86401074636
B0335,39.13861,114.78,385.4,-148623.84831171337,-94148.38735535227
B0337,39.526943,114.77361,1053.9,-148341.24220106765,-51055.44552831318
B0338,39.300278,114.45805,706.2,-176027.80887242695,-75626.79419209737
B0351,38.497223,114.77861,61.1,-150118.64420572377,-165306.86088326256
B0357,38.721943,114.827225,103.4,-145411.4752723976,-140454.0163134032
B0362,38.979168,114.810555,465.9,-146319.31538806707,-111888.10300199369
B0365,39.092224,115.21445,130.0,-111160.65579955863,-99928.05989585812
B0373,41.328056,118.279724,671.0,148931.722113874,148887.7917703004
B0403,41.270832,118.896385,799.1,200695.4204539586,143746.10531187718
B0469,40.491665,119.125,220.0,222383.55903374785,57837.093591218094
B0472,40.315277,118.67889,310.0,185077.07088238938,37249.170536368925
B0473,40.420834,119.288055,294.0,236438.68766545845,50399.676311306546
B0475,40.126667,119.35445,303.0,243112.79247165186,17949.83641119282
B0480,37.72889,114.08528,523.7,-212880.1723282643,-249151.37721710504
B0481,37.733055,114.01861,602.0,-218743.38614409085,-248527.74199173358
B0486,38.053333,113.92028,515.4,-226380.1785285609,-212745.0304313993
B0556,40.806667,116.17139,825.2,-27714.082154576656,89573.82335000632
B0592,41.355,117.36639,646.0,72476.26157051443,150744.34032839662
B0593,41.431946,117.73278,617.0,103006.1052172669,159647.54855940642
B0598,37.526943,115.23944,26.1,-111457.1666409207,-273666.81249692716
B0599,37.53,115.209724,29.0,-114079.52367300625,-273289.8488299034
B0618,37.936943,114.71972,53.5,-156495.78517645365,-227377.52512706557
B0619,40.239723,115.42,687.0,-91844.7698658065,27158.552401945853
B0633,37.494167,115.1525,23.0,-119198.74748070189,-277192.83062243974
B0636,37.550835,114.66889,31.0,-161844.00552912432,-270139.7945483712
B0637,37.579723,114.15972,432.0,-206753.93941879206,-265880.52020716504
B0638,37.73861,114.191666,378.0,-203475.45080689387,-248321.25051233143
B0639,37.738888,114.220276,360.0,-200953.29547132034,-248355.31781907857
B0640,37.801666,114.235,297.7,-199478.5833285843,-241421.78146205575
B0646,37.831112,114.24944,280.4,-198124.5861109557,-238186.36555759967
B0647,37.963333,114.23583,299.0,-198949.62110261136,-223484.0122742512
B0649,38.148888,114.08667,187.5,-211495.34745938345,-202552.1367054707
B0650,37.829166,114.068886,366.1,-214021.47515479382,-237984.800832049
B0651,38.698334,114.29361,362.0,-191854.24196602212,-142063.5866514539
B0652,38.675835,114.20472,375.0,-199646.19702227198,-144364.28729682293
B0655,38.595554,113.93,934.0,-223792.2842938093,-152617.32573484286
B0656,38.63,114.07,504.0,-211500.15504212645,-149138.15106596937
B0657,38.326668,113.83583,207.9,-232882.02934807987,-182203.62319713898
B0658,38.62611,113.77389,798.1,-237278.31157247807,-148824.0831742062
B0659,38.2175,113.73583,494.2,-241996.2773998725,-194047.55234286367
B0660,38.6775,113.836945,798.0,-231621.320974123,-143289.70515137122
B0665,40.984722,117.568886,422.0,89907.96732956923,109825.63074623147
B0676,42.13361,117.81,1125.0,108312.4356484715,237655.03946106337
B0677,41.862778,117.904724,823.0,116617.85872888354,207695.8786062537
